FIPS,County,State,name,name_short,designation
12083,Marion,FL,United States,FL,Not Designated
12069,Lake,FL,United States,FL,Not Designated
12095,Orange,FL,United States,FL,Not Designated
12117,Seminole,FL,United States,FL,Not Designated
12123,Taylor,FL,United States,FL,Not Designated
12029,Dixie,FL,United States,FL,Not Designated
12001,Alachua,FL,United States,FL,Not Designated
12041,Gilchrist,FL,United States,FL,Not Designated
12067,Lafayette,FL,United States,FL,Not Designated
12079,Madison,FL,United States,FL,Not Designated
12023,Columbia,FL,United States,FL,Not Designated
12047,Hamilton,FL,United States,FL,Not Designated
12121,Suwannee,FL,United States,FL,Not Designated
12007,Bradford,FL,United States,FL,Not Designated
12125,Union,FL,United States,FL,Not Designated
12035,Flagler,FL,United States,FL,Not Designated
12107,Putnam,FL,United States,FL,Not Designated
12019,Clay,FL,United States,FL,Not Designated
12109,St. Johns,FL,United States,FL,Not Designated
12003,Baker,FL,United States,FL,Not Designated
12031,Duval,FL,United States,FL,Not Designated
12089,Nassau,FL,United States,FL,Not Designated
12061,Indian River,FL,United States,FL,Not Designated
12009,Brevard,FL,United States,FL,Not Designated
12127,Volusia,FL,United States,FL,Not Designated
13087,Decatur,GA,United States,GA,Not Designated
13253,Seminole,GA,United States,GA,Not Designated
13131,Grady,GA,United States,GA,Not Designated
13275,Thomas,GA,United States,GA,Not Designated
13007,Baker,GA,United States,GA,Not Designated
13037,Calhoun,GA,United States,GA,Not Designated
13061,Clay,GA,United States,GA,Not Designated
13095,Dougherty,GA,United States,GA,Not Designated
13099,Early,GA,United States,GA,Not Designated
13201,Miller,GA,United States,GA,Not Designated
13205,Mitchell,GA,United States,GA,Not Designated
13321,Worth,GA,United States,GA,Not Designated
13053,Chattahoochee,GA,United States,GA,Not Designated
13197,Marion,GA,United States,GA,Not Designated
13215,Muscogee,GA,United States,GA,Not Designated
13239,Quitman,GA,United States,GA,Not Designated
13243,Randolph,GA,United States,GA,Not Designated
13259,Stewart,GA,United States,GA,Not Designated
13307,Webster,GA,United States,GA,Not Designated
13177,Lee,GA,United States,GA,Not Designated
13193,Macon,GA,United States,GA,Not Designated
13249,Schley,GA,United States,GA,Not Designated
13261,Sumter,GA,United States,GA,Not Designated
13273,Terrell,GA,United States,GA,Not Designated
13143,Haralson,GA,United States,GA,Not Designated
13233,Polk,GA,United States,GA,Not Designated
13145,Harris,GA,United States,GA,Not Designated
13149,Heard,GA,United States,GA,Not Designated
13199,Meriwether,GA,United States,GA,Not Designated
13263,Talbot,GA,United States,GA,Not Designated
13285,Troup,GA,United States,GA,Not Designated
13079,Crawford,GA,United States,GA,Not Designated
13225,Peach,GA,United States,GA,Not Designated
13269,Taylor,GA,United States,GA,Not Designated
13293,Upson,GA,United States,GA,Not Designated
13035,Butts,GA,United States,GA,Not Designated
13171,Lamar,GA,United States,GA,Not Designated
13207,Monroe,GA,United States,GA,Not Designated
13231,Pike,GA,United States,GA,Not Designated
13255,Spalding,GA,United States,GA,Not Designated
13045,Carroll,GA,United States,GA,Not Designated
13067,Cobb,GA,United States,GA,Not Designated
13077,Coweta,GA,United States,GA,Not Designated
13097,Douglas,GA,United States,GA,Not Designated
13113,Fayette,GA,United States,GA,Not Designated
13223,Paulding,GA,United States,GA,Not Designated
13063,Clayton,GA,United States,GA,Not Designated
13151,Henry,GA,United States,GA,Not Designated
13217,Newton,GA,United States,GA,Not Designated
13247,Rockdale,GA,United States,GA,Not Designated
13089,DeKalb,GA,United States,GA,Not Designated
13121,Fulton,GA,United States,GA,Not Designated
13135,Gwinnett,GA,United States,GA,Not Designated
13055,Chattooga,GA,United States,GA,Not Designated
13083,Dade,GA,United States,GA,Not Designated
13115,Floyd,GA,United States,GA,Not Designated
13295,Walker,GA,United States,GA,Not Designated
13015,Bartow,GA,United States,GA,Not Designated
13047,Catoosa,GA,United States,GA,Not Designated
13129,Gordon,GA,United States,GA,Not Designated
13213,Murray,GA,United States,GA,Not Designated
13313,Whitfield,GA,United States,GA,Not Designated
13057,Cherokee,GA,United States,GA,Not Designated
13085,Dawson,GA,United States,GA,Not Designated
13117,Forsyth,GA,United States,GA,Not Designated
13139,Hall,GA,United States,GA,Not Designated
13227,Pickens,GA,United States,GA,Not Designated
13111,Fannin,GA,United States,GA,Not Designated
13123,Gilmer,GA,United States,GA,Not Designated
13187,Lumpkin,GA,United States,GA,Not Designated
13291,Union,GA,United States,GA,Not Designated
13027,Brooks,GA,United States,GA,Not Designated
13185,Lowndes,GA,United States,GA,Not Designated
13065,Clinch,GA,United States,GA,Not Designated
13101,Echols,GA,United States,GA,Not Designated
13049,Charlton,GA,United States,GA,Not Designated
13019,Berrien,GA,United States,GA,Not Designated
13071,Colquitt,GA,United States,GA,Not Designated
13075,Cook,GA,United States,GA,Not Designated
13155,Irwin,GA,United States,GA,Not Designated
13277,Tift,GA,United States,GA,Not Designated
13287,Turner,GA,United States,GA,Not Designated
13003,Atkinson,GA,United States,GA,Not Designated
13069,Coffee,GA,United States,GA,Not Designated
13173,Lanier,GA,United States,GA,Not Designated
13017,Ben Hill,GA,United States,GA,Not Designated
13023,Bleckley,GA,United States,GA,Not Designated
13081,Crisp,GA,United States,GA,Not Designated
13093,Dooly,GA,United States,GA,Not Designated
13153,Houston,GA,United States,GA,Not Designated
13235,Pulaski,GA,United States,GA,Not Designated
13315,Wilcox,GA,United States,GA,Not Designated
13161,Jeff Davis,GA,United States,GA,Not Designated
13271,Telfair,GA,United States,GA,Not Designated
13309,Wheeler,GA,United States,GA,Not Designated
13091,Dodge,GA,United States,GA,Not Designated
13175,Laurens,GA,United States,GA,Not Designated
13209,Montgomery,GA,United States,GA,Not Designated
13283,Treutlen,GA,United States,GA,Not Designated
13025,Brantley,GA,United States,GA,Not Designated
13299,Ware,GA,United States,GA,Not Designated
13005,Bacon,GA,United States,GA,Not Designated
13229,Pierce,GA,United States,GA,Not Designated
13305,Wayne,GA,United States,GA,Not Designated
13039,Camden,GA,United States,GA,Not Designated
13127,Glynn,GA,United States,GA,Not Designated
13191,McIntosh,GA,United States,GA,Not Designated
13001,Appling,GA,United States,GA,Not Designated
13043,Candler,GA,United States,GA,Not Designated
13109,Evans,GA,United States,GA,Not Designated
13267,Tattnall,GA,United States,GA,Not Designated
13279,Toombs,GA,United States,GA,Not Designated
13183,Long,GA,United States,GA,Not Designated
13179,Liberty,GA,United States,GA,Not Designated
13029,Bryan,GA,United States,GA,Not Designated
13031,Bulloch,GA,United States,GA,Not Designated
13103,Effingham,GA,United States,GA,Not Designated
13021,Bibb,GA,United States,GA,Not Designated
13289,Twiggs,GA,United States,GA,Not Designated
13009,Baldwin,GA,United States,GA,Not Designated
13159,Jasper,GA,United States,GA,Not Designated
13169,Jones,GA,United States,GA,Not Designated
13237,Putnam,GA,United States,GA,Not Designated
13125,Glascock,GA,United States,GA,Not Designated
13141,Hancock,GA,United States,GA,Not Designated
13167,Johnson,GA,United States,GA,Not Designated
13303,Washington,GA,United States,GA,Not Designated
13319,Wilkinson,GA,United States,GA,Not Designated
13211,Morgan,GA,United States,GA,Not Designated
13013,Barrow,GA,United States,GA,Not Designated
13157,Jackson,GA,United States,GA,Not Designated
13297,Walton,GA,United States,GA,Not Designated
13059,Clarke,GA,United States,GA,Not Designated
13195,Madison,GA,United States,GA,Not Designated
13219,Oconee,GA,United States,GA,Not Designated
13133,Greene,GA,United States,GA,Not Designated
13265,Taliaferro,GA,United States,GA,Not Designated
13301,Warren,GA,United States,GA,Not Designated
13105,Elbert,GA,United States,GA,Not Designated
13221,Oglethorpe,GA,United States,GA,Not Designated
13317,Wilkes,GA,United States,GA,Not Designated
13033,Burke,GA,United States,GA,Not Designated
13107,Emanuel,GA,United States,GA,Not Designated
13163,Jefferson,GA,United States,GA,Not Designated
13165,Jenkins,GA,United States,GA,Not Designated
13251,Screven,GA,United States,GA,Not Designated
13073,Columbia,GA,United States,GA,Not Designated
13181,Lincoln,GA,United States,GA,Not Designated
13189,McDuffie,GA,United States,GA,Not Designated
13245,Richmond,GA,United States,GA,Not Designated
13051,Chatham,GA,United States,GA,Not Designated
13011,Banks,GA,United States,GA,Not Designated
13119,Franklin,GA,United States,GA,Not Designated
13137,Habersham,GA,United States,GA,Not Designated
13241,Rabun,GA,United States,GA,Not Designated
13257,Stephens,GA,United States,GA,Not Designated
13281,Towns,GA,United States,GA,Not Designated
13311,White,GA,United States,GA,Not Designated
13147,Hart,GA,United States,GA,Not Designated
15007,Kauai,HI,United States,HI,Not Designated
15003,Honolulu,HI,United States,HI,Not Designated
15001,Hawaii,HI,United States,HI,Not Designated
15005,Kalawao,HI,United States,HI,Not Designated
15009,Maui,HI,United States,HI,Not Designated
19085,Harrison,IA,United States,IA,Not Designated
19133,Monona,IA,United States,IA,Not Designated
19001,Adair,IA,United States,IA,Not Designated
19003,Adams,IA,United States,IA,Not Designated
19009,Audubon,IA,United States,IA,Not Designated
